name,id,genre,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Halo,4JehYebiI9JE8sR8MisGVb,dance,Beyoncé,79.0,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,3
Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,dance,Halsey,75.0,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,1
Need to Know,10hcDov7xmcRviA8jLwEaI,dance,Doja Cat,78.0,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,1
Cyber Sex,1ghvzmzpx2nnrbx7wtpMgo,dance,Doja Cat,77.0,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,1
Skate,2sXf2JdbB2GlNju00kw9WE,dance,Bruno Mars,78.0,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,1
Clarity,60wwxj6Dd9NJlirf84wr2c,dance,Zedd,77.0,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,2
B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,dance,Jhené Aiko,74.0,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,3
Summer of Love (Shawn Mendes & Tainy),0z8hI3OPS8ADPWtoCjjLl6,dance,Shawn Mendes,85.0,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,1
Into You,63y6xWR4gXz7bnUGOk8iI6,dance,Ariana Grande,71.0,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,1
DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,dance,Usher,81.0,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,3
Without Me,5p7ujcrUXASCNwRaWNHR1C,dance,Halsey,81.0,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,1
While We're Young,4mL59LVbKgOpEACxraGYdr,dance,Jhené Aiko,74.0,0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023,1
Loveeeeeee Song,3DZQ6mzUkAdHqZWzqxBKIK,dance,Rihanna,72.0,0.71,0.598,5,-7.598,0,0.0319,0.508,0.0,0.0971,0.501,119.981,3
One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,dance,Calvin Harris,84.0,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,3
We're Good,1diS6nkxMQc3wwC4G1j0bh,dance,Dua Lipa,82.0,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,1
My House,6Knv6wdA0luoMUuuoYi2i1,dance,Flo Rida,79.0,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,3
See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,dance,Wiz Khalifa,84.0,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,1
Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,dance,Jeremih,77.0,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,1
So What,0JiY190vktuhSGN6aqJdrt,dance,P!nk,79.0,0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,3
So Sick,6brl7bwOHmGFkNw3MBqssT,dance,Ne-Yo,79.0,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,0
Treasure,55h7vJchibLdUkxdlX3fK7,dance,Bruno Mars,80.0,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,3
My Boo,68vgtRHr7iZHpzGpon6Jlo,dance,Usher,79.0,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,1
S&M,7ySUcLPVX7KudhnmNcgY2D,dance,Rihanna,79.0,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,1
Ghost Of You,1MhXdlCQPnO56T57MfmaRm,dance,5 Seconds of Summer,80.0,0.458,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.206,149.875,2
Miss Independent,34ceTg8ChN5HjrqiIYCn9Q,dance,Ne-Yo,71.0,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,1
Dynamite,2CEgGE6aESpnmtfiZwYlbV,dance,Taio Cruz,83.0,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,1
Fight Song,37f4ITSlgPX81ad2EvmVQr,dance,Rachel Platten,80.0,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,2
Juicy,7f5trao56t7sB7f14QDTmp,dance,Doja Cat,77.0,0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,1
boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,dance,Ariana Grande,79.0,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,0
Higher Love,6oJ6le65B3SEqPwMRNXWjY,dance,Kygo,80.0,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,1
Man With The Bag,2Ysi49tRdVH74d1Cnc4o94,dance,Jessie J,78.0,0.626,0.676,7,-3.178,1,0.0739,0.608,0.0,0.493,0.684,140.677,1
Attention,5cF0dROlMOK5uNZtivgu50,dance,Charlie Puth,83.0,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,3
Thru Your Phone,74cVJfmK18rhWnscIpGXjt,dance,Cardi B,74.0,0.837,0.549,0,-5.722,1,0.167,0.17,0.0,0.057,0.209,121.954,1
Latch,1DunhgeZSEgWiIYbHqXl0c,dance,Disclosure,71.0,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,1
Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,dance,Lady Gaga,80.0,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,1
You should be sad,7lidXGPXPYLNThITAOTlkK,dance,Halsey,78.0,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,1
The Worst,2wBCrtJS3E3TimRZ5MElTI,dance,Jhené Aiko,74.0,0.539,0.414,1,-9.156,0,0.0601,0.253,1.3e-06,0.143,0.123,94.895,4
I Kissed A Girl,005lwxGU1tms6HGELIcUv9,dance,Katy Perry,71.0,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,1
This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,dance,Calvin Harris,82.0,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,3
Wrapped in Red,5fclVBnzaGrbucvVMC228o,dance,Kelly Clarkson,70.0,0.521,0.734,7,-4.668,1,0.0392,0.365,0.0,0.132,0.356,123.84,1
Fantasy,6xkryXuiZU360Lngd4sx13,dance,Mariah Carey,77.0,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,1
Up And Down,1uQ1TZ9YIWCtBTgq09uoix,dance,Doja Cat,76.0,0.829,0.761,10,-4.882,0,0.117,0.186,7.78e-06,0.0705,0.67,74.979,3
Love,0W4NhJhcqKCqEP2GIpDCDq,dance,Keyshia Cole,77.0,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,1
I.F.L.Y.,4a6q8CR2hzLk2plDkSxkfD,dance,Bazzi,78.0,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,1
Slow Hands,2cOUlop2ZakjOKe4WinesN,dance,Niall Horan,78.0,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,1
Breaking Me,3H7ihDc1dqLriiWXwsc2po,dance,Topic,84.0,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,0
Mercy,0AS63m1wHv9n4VVRizK6Hc,dance,Shawn Mendes,81.0,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,3
Glamorous,4KTtYhxFtFL7mBwnjkKfLm,dance,Fergie,71.0,0.81,0.755,0,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,0
Teenage Dream,5jzKL4BDMClWqRguW5qZvh,dance,Katy Perry,72.0,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,1
Disturbia,2VOomzT6VavJOGBeySqaMc,dance,Rihanna,79.0,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,3
When You Were Young,70wYA8oYHoMzhRRkARoMhU,dance,The Killers,78.0,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,2
Hollaback Girl,0LzrhCZFXW94Y8nwtTuRlw,dance,Gwen Stefani,71.0,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,3
Ride It,2tnVG71enUj33Ic2nFN6kZ,dance,Regard,85.0,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,3
Body,21RzyxY3EFaxVy6K4RqaU9,dance,Loud Luxury,75.0,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,1
Ride Wit Me,3Gf5nttwcX9aaSQXRWidEZ,dance,Nelly,78.0,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,1
Stitches,5jsw9uXEGuKyJzs0boZ1bT,dance,Shawn Mendes,75.0,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,1
POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,dance,DJ Khaled,80.0,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,0
Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,dance,Carly Rae Jepsen,72.0,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,1
Lean On,1Lim1Py7xBgbAkAys3AGAG,dance,Major Lazer,74.0,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,3
t r a n s p a r e n t s o u l feat. Travis Barker,5JKnYZOhSP7rOK0jPYcCjV,dance,WILLOW,76.0,0.374,0.83,11,-5.203,0,0.0584,0.00213,0.0,0.15,0.204,90.19,3
Say My Name,7H6ev70Weq6DdpZyyTmUXk,dance,Destiny's Child,78.0,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,3
DONTTRUSTME,5jzX4dWVQeBTtfBaXnMRt5,dance,3OH!3,73.0,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,0
Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,dance,MEDUZA,85.0,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,3
Whatever You Like,1IAzD1muglOxOcPbUHs70R,dance,T.I.,76.0,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,3
Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,dance,Britney Spears,81.0,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,3
Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,dance,Ariana Grande,78.0,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,3
Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,dance,Majestic,86.0,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,3
Bang Bang,0puf9yIluy9W0vpMEUoAnN,dance,Jessie J,80.0,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,3
Sunshine,5r43qanLhUCdBj8HN3fa6B,dance,OneRepublic,82.0,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,1
Please Me,0PG9fbaaHFHfre2gUVo7AN,dance,Cardi B,78.0,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,1
Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,dance,Calvin Harris,75.0,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,3
I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,dance,Mike Posner,74.0,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,3
Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,dance,Avril Lavigne,79.0,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,2
Womanizer,4fixebDZAVToLbUCuEloa2,dance,Britney Spears,79.0,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,1
Airplanes (feat. Hayley Williams of Paramore),6lV2MSQmRIkycDScNtrBXO,dance,B.o.B,78.0,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,3
The Lazy Song,1ExfPZEiahqhLyajhybFeS,dance,Bruno Mars,74.0,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,3
Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,dance,Rihanna,80.0,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,1
Complicated,5xEM5hIgJ1jjgcEBfpkt2F,dance,Avril Lavigne,81.0,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,1
Forever,3NZJlJemX3mzjf56MqC5ML,dance,Chris Brown,77.0,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,1
PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,dance,ZAYN,80.0,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,1
"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,dance,Destiny's Child,78.0,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,3
...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,dance,Britney Spears,81.0,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,3
Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,dance,Far East Movement,71.0,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,0
Wolves,0tBbt8CrmxbjRP0pueQkyU,dance,Selena Gomez,82.0,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,3
Adorn,25cUhiAod71TIQSNicOaW3,dance,Miguel,70.0,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,3
Bartender (feat. Akon),1RGIjMFMgJxkZHMDXVYzOJ,dance,T-Pain,76.0,0.832,0.391,8,-8.504,1,0.0628,0.0564,0.0,0.224,0.436,104.961,1
Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,dance,*NSYNC,73.0,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,3
Been Like This,7y3xU9vEC1s8DSuuoSYKih,dance,Doja Cat,75.0,0.678,0.531,10,-5.029,1,0.0374,0.126,3.44e-05,0.377,0.176,99.008,1
Trip,6CTWathupIiDs7U4InHnDA,dance,Ella Mai,77.0,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,3
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,dance,Ariana Grande,70.0,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,3
Drive By,0KAiuUOrLTIkzkpfpn9jb9,dance,Train,79.0,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,3
Titanium (feat. Sia),0lHAMNU8RGiIObScrsRgmP,dance,David Guetta,69.0,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,3
Memories,5bkCYHk0i10XUWWW9Ibt3d,dance,David Guetta,2.0,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,0
If You Really Love Me (How Will I Know),4TnHlP9ABgbh1piMbef5Xw,dance,David Guetta,5.0,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,1
Flames,0rOna9kA4Bjt85fprqsC6o,dance,David Guetta,4.0,0.61,0.728,5,-4.347,0,0.0414,0.0722,8.17e-06,0.0895,0.364,93.959,3
Bad Girls,6nzXkCBOhb2mxctNihOqbb,dance,M.I.A.,78.0,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,2
Planez,08zJpaUQVi9FrKv2e32Bah,dance,Jeremih,74.0,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,0
Leave The Door Open,0LDiaSudHOYJ8e473mv5uY,dance,Bruno Mars,76.0,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,1
My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,dance,Camila Cabello,79.0,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,1
My Type,5KBARWIxeMGkvUax9VtVC9,dance,Saweetie,75.0,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,0
Roses,3vv9phIu6Y1vX3jcqaGz5Z,dance,The Chainsmokers,77.0,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,1
Hey Brother,4lhqb6JvbHId48OUJGwymk,dance,Avicii,80.0,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,3
Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,dance,Rihanna,78.0,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,3
Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,dance,Pitbull,79.0,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,1
We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,dance,Charlie Puth,70.0,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,3
Luxurious,3UQmoVQJqBYauTZLVPs3uo,dance,Gwen Stefani,71.0,0.811,0.726,0,-3.995,1,0.0813,0.154,0.0,0.116,0.666,131.027,1
Tears In The Club (feat. The Weeknd),60wMNCIWYZwbOywZXgfQ9P,dance,FKA twigs,80.0,0.617,0.696,8,-6.257,1,0.0951,0.181,0.000316,0.0714,0.714,167.948,1
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,dance,H.E.R.,75.0,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,0
2002,2BgEsaKNfHUdlh97KmvFyo,dance,Anne-Marie,84.0,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,3
BED,0siYMEsGrzzzlWLXK5zJfS,dance,Joel Corry,83.0,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,1
Secrets,1NhPKVLsHhFUHIOZ32QnS2,dance,OneRepublic,78.0,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,2
What You Know,3UjtIALeg72qmJiKPWBvM3,dance,Two Door Cinema Club,73.0,0.561,0.741,6,-4.239,0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,3
Naked,0CsR9Y9SnC6ZWmekmVqSHz,dance,Doja Cat,76.0,0.733,0.862,7,-5.736,1,0.197,0.374,0.00247,0.131,0.536,111.076,0
Tell It To My Heart,46nvQpUDsxpS08UTFOeKTA,dance,MEDUZA,84.0,0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,3
Teeth,26wLOs3ZuHJa2Ihhx6QIE6,dance,5 Seconds of Summer,80.0,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,3
Hall of Fame (feat. will.i.am),1X1DWw2pcNZ8zSub3uhlNz,dance,The Script,70.0,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,1
Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,dance,Eurythmics,84.0,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,3
Chandelier,2s1sdSqGcKxpPr5lCl7jAV,dance,Sia,71.0,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,2
The Way I Are,2bLqfJjuC5syrsgDsZfGmn,dance,Timbaland,79.0,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,5
Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,dance,Jason Derulo,84.0,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,1
Me & U,7k6IzwMGpxnRghE7YosnXT,dance,Cassie,76.0,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,3
The One That Got Away,6hkOqJ5mE093AQf2lbZnsG,dance,Katy Perry,73.0,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,3
Call You Mine,2oejEp50ZzPuQTQ6v54Evp,dance,The Chainsmokers,77.0,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,3
UCLA,3OaunNUlXXs5e2PXtNAzzG,dance,RL Grime,74.0,0.536,0.879,1,-3.019,1,0.0621,0.0742,0.0,0.0847,0.334,140.137,2
New Rules,2ekn2ttSfGqwhhate0LSR0,dance,Dua Lipa,82.0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,3
Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,dance,DJ Snake,84.0,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,1
FRIENDS,08bNPGLD8AhKpnnERrAc6G,dance,Marshmello,82.0,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,3
Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,dance,will.i.am,81.0,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,1
Juice,0k664IuFwVP557Gnx7RhIl,dance,Lizzo,78.0,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,1
Apologize,1NrJYpdAi7uosDRPmSYrsG,dance,OneRepublic,71.0,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,1
Side To Side,43bCmCI0nSgcT7QdMXY6LV,dance,Ariana Grande,69.0,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,0
Most Girls,10GJQkjRJcZhGTLagFOC62,dance,Hailee Steinfeld,77.0,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,1
Umbrella,49FYlytm3dAAraYgpoJZux,dance,Rihanna,83.0,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,2
Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,dance,Flo Rida,79.0,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,3
Skate,4WnmTHCNN45jvQCrlbEWs0,dance,Bruno Mars,74.0,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,1
Naughty List (with Dixie),2Y0ktCGrGoGcQFXsGztvhi,dance,Liam Payne,79.0,0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966,1
Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,dance,Sam Smith,80.0,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,1
i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw,dance,Lauv,79.0,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,0
We Found Love,6qn9YLKt13AGvpq9jfO8py,dance,Rihanna,78.0,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,1
Run,2UbVnbE5FH6008mAm6Mmgw,dance,OneRepublic,83.0,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003,3
Break My Heart,017PF4Q3l4DBUiWoXk4OWT,dance,Dua Lipa,81.0,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,3
Señorita,0TK2YIli7K1leLovkQiNik,dance,Shawn Mendes,84.0,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,3
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,dance,Beyoncé,77.0,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1,1
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3hsmbFKT5Cujb5GQjqEU39,dance,Chris Brown,74.0,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,3
Unwritten,3U5JVgI2x4rDyHGObzJfNf,dance,Natasha Bedingfield,78.0,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,1
Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,dance,Bruno Mars,77.0,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152,2
Essence (feat. Justin Bieber & Tems),1mSdbey7RstGLY2udgXv74,dance,WizKid,77.0,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,1
This Feeling,4NBTZtAt1F13VvlSKe6KTl,dance,The Chainsmokers,76.0,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,1
Sexy Bitch (feat. Akon),0uXO2GrNiIb1xHT9LUdxZE,dance,David Guetta,68.0,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,3
Formation,6g0Orsxv6glTJCt4cHsRsQ,dance,Beyoncé,75.0,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,0
Wish - Trippie Mix,6IpvkngH89cA3hhPC84Leg,dance,Diplo,71.0,0.561,0.832,9,-7.661,1,0.0717,0.232,0.0,0.107,0.666,93.991,1
Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,dance,Soulja Boy,78.0,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,1
Keep Your Head Up,4Jz4bjXeiF2SXVj9P4YfY5,dance,Andy Grammer,73.0,0.674,0.778,0,-5.367,1,0.0376,0.0469,0.0,0.145,0.816,90.01,1
Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,dance,Bruno Mars,77.0,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,3
